Title	Issue #	Month	Year	Publisher	Genre	Format	Condition	# of Copies	Value	Notes 1	Notes 2	GCD URL	CV URL
Archie's TV Laugh-Out	54			Archie		Standard comic	6.0 Fine	1	$6				
Arctic Comics	1		1986	Other	Underground	Standard comic	8.0 Very Fine	1	$2		Arbitrary value assigned (not in price guide)	http://my.comics.org/issue/40909/	
Arion	1			DC		Standard comic	9.2 Near Mint �	1	$3				
Army War Heroes	14		1966	Charlton	War	Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/167898/	
Army War Heroes	28			Charlton	War	Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/167909/	
Army War Heroes	30			Charlton	War	Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/167909/	
Army War Heroes	35			Charlton	War	Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/167916/	
Army War Heroes	36			Charlton	War	Standard comic	5.0 Very Good/Fine	1	$2		Modern Comics reprint	https://my.comics.org/issue/167917/	
Astonishing Tales	1		1970	Marvel		Standard comic	4.0 Very Good	1	$14			http://my.comics.org/issue/23646/	
Astonishing Tales	2			Marvel		Standard comic	6.0 Fine	1	$12			http://my.comics.org/issue/23771/	
Astonishing Tales	3			Marvel		Standard comic	6.5 Fine +	1	$15			http://my.comics.org/issue/23894/	
Astonishing Tales	4			Marvel		Standard comic	8.0 Very Fine	1	$24			http://my.comics.org/issue/24038/	
Astonishing Tales	12			Marvel	Fantasy	Standard comic	2.0 Good	1	$4		2nd Man-Thing	http://my.comics.org/issue/25186/	
Astonishing Tales	16			Marvel	Fantasy	Standard comic	2.0 Good	1	$1			http://my.comics.org/issue/25926/	
Astro Boy	1		1965	Gold Key	SuperheroTV	Standard comic	1.0 Fair	1	$18			http://my.comics.org/issue/297090/	
Authentic Police Cases	2	April	1948	St. John	Crime		1.0 Fair	1	$18			http://my.comics.org/issue/174279/	
Avengers	21			Marvel		Standard comic	1.0 Fair	1	$5			http://my.comics.org/issue/19534/	
Avengers	26			Marvel		Standard comic	2.0 Good	1	$9			https://my.comics.org/issue/19909/	
Avengers	57			Marvel		Standard comic	4.0 Very Good	1	$35			http://my.comics.org/issue/22241/	
Avengers	58			Marvel		Standard comic	2.0 Good	1	$10		Origin of the Vision, 1st Yellowjacket silver age	http://my.comics.org/issue/22323/	
Avengers	62			Marvel		Standard comic	2.0 Good	1	$6			http://my.comics.org/issue/22589/	
Avengers Annual	8		1978	Marvel	Superhero	Standard comic	7.0 Fine/Very Fine	1	$7			http://my.comics.org/issue/31797/	
Aztec Ace	1			Eclipse		Standard comic	9.2 Near Mint �	1	$3				
B-Movie Presents	1			Other		Standard comic		1	$2				
B-Movie Presents	2			Other		Standard comic		1	$2				
B-Movie Presents	3			Other		Standard comic		1	$2				
B-Movie Presents	4			Other		Standard comic		1	$2				
Badge of Justice	22		1955	Charlton		Standard comic	2.0 Good	1	$10			http://my.comics.org/issue/11848/	
Bambi	1		1984	Whitman		Standard comic	9.2 Near Mint �	1	$18			http://my.comics.org/issue/295024/	
Bat Lash	6			DC	Western	Standard comic	3.0 Good/Very Good	1	$7			http://my.comics.org/issue/22876/	
Batman	111			DC		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/13825/	
Batman	157		1963	DC		Standard comic	1.0 Fair	1	$7		big rip out of cover	http://my.comics.org/issue/17804/	
Batman	165			DC		Standard comic	2.0 Good	1	$15			https://my.comics.org/issue/18526/?issue_detail=	
Batman	167			DC		Standard comic	2.0 Good	1	$15			http://my.comics.org/issue/17804/	
Batman	404			DC		Standard comic	9.2 Near Mint �	1	$28			http://my.comics.org/issue/17804/	
Batman	405			DC		Standard comic	9.2 Near Mint �	1	$22			https://my.comics.org/issue/42568/	
Batman	429			DC		Standard comic	9.2 Near Mint �	1	$12			http://my.comics.org/issue/17804/	
Batman	583			DC		Standard comic	9.2 Near Mint �	1	$3			http://my.comics.org/issue/17804/	
Batman Adventures	1			DC		Standard comic		1	$0				
Batman Adventures	2			DC		Standard comic		1	$0				
Batman Adventures: The Lost Years	1			DC		Standard comic		1	$0				
Batman Adventures: The Lost Years	2			DC		Standard comic		1	$0				
Batman and the Outsiders	1			DC		Standard comic	9.2 Near Mint �	1	$4.50				
Batman and the Outsiders	2			DC		Standard comic	9.2 Near Mint �	1	$3				
Battle for a Three Dimensional World	1		1982	3D Cosmic	Superhero3-D	Oversized	Mint	1	$15			http://my.comics.org/issue/36965/	
Battlefield Action	31			Charlton	War	Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/169164/	
Battlefield Action	33			Charlton	War	Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/169166/	
Beagle Boys	13			Gold Key		Standard comic	4.0 Very Good	1	$4				
Beagle Boys	17			Gold Key		Standard comic	2.0 Good	1	$0		Andrade bros classic		
Beagle Boys	21			Gold Key		Standard comic	1.0 Fair	1	$0		Andrade bros classic		
Beagle Boys	32			Gold Key		Standard comic	2.0 Good	1	$1				
Beagle Boys	33			Gold Key		Standard comic	2.0 Good	1	$1				
Beagle Boys	35			Gold Key		Standard comic	4.0 Very Good	1	$3				
Beagle Boys	45			Gold Key		Standard comic	4.0 Very Good	1	$3				
Beagle Boys Versus Uncle Scrooge	2		1979	Gold Key		Standard comic	6.0 Fine	1	$3			http://my.comics.org/issue/33275/	
Beagle Boys Versus Uncle Scrooge	4	June	1979	Gold Key		Standard comic	8.0 Very Fine	1	$5			http://my.comics.org/issue/33479/	
Beagle Boys Versus Uncle Scrooge	5		1979	Gold Key		Standard comic	4.0 Very Good	1	$2			https://my.comics.org/issue/33559/?issue_detail=	
Beagle Boys Versus Uncle Scrooge	6		1979	Gold Key		Standard comic	4.0 Very Good	1	$2			http://my.comics.org/issue/33479/	
Beagle Boys Versus Uncle Scrooge	7		1979	Gold Key		Standard comic	4.0 Very Good	1	$2			https://my.comics.org/issue/33675/?issue_detail=	
Beagle Boys Versus Uncle Scrooge	12			Gold Key		Standard comic	4.0 Very Good	1	$2			http://my.comics.org/issue/33479/	
Beautiful Stories for Ugly Children	1			DC		Standard comic	9.2 Near Mint �	1	$4				
Beep Beep the Road Runner	31			Gold Key		Standard comic	2.0 Good	1	$3				
Beetle Bailey	60			King		Standard comic	5.0 Very Good/Fine	1	$7				
Beetle Bailey	82			Charlton		Standard comic	4.0 Very Good	1	$4				
Beetle Bailey	125			Gold Key		Standard comic	6.0 Fine	1	$3				
Beetle Bailey	131			Gold Key		Standard comic	6.0 Fine	1	$3				
Ben Bowie	13			Dell		Standard comic	0.5 Poor	1	$0		no cover	http://my.comics.org/issue/229993/	
Beowulf	1		1975	DC	Fantasy	Standard comic	9.0 Very Fine/Near Mint	1	$11			http://my.comics.org/issue/28415/	
Beowulf	2			DC		Standard comic	2.0 Good	1	$1				
Beowulf	3			DC		Standard comic	6.5 Fine +	1	$3				
Beowulf	4			DC		Standard comic	6.5 Fine +	1	$3				
Beowulf	5			DC		Standard comic	6.5 Fine +	1	$3				
Beowulf	6			DC		Standard comic	1.0 Fair	1	$1				
Best of DC	6			DC		Standard comic	1.0 Fair	1	$1			http://my.comics.org/issue/34503/	
Best of Donald Duck and Uncle Scrooge	1		1964	Gold Key		Standard comic	2.0 Good	1	$9			http://my.comics.org/issue/18839/	
Betty and Me	92					Standard comic	6.0 Fine	1	$6				
Betty and Me	95			Archie		Standard comic	6.0 Fine	2	$12				
Betty and Me	139			Archie		Standard comic	2.0 Good	1	$2				
Betty and Me	168			Archie		Standard comic	8.0 Very Fine	1	$2				
Beyond the Grave	2			Charlton		Standard comic	1.0 Fair	1	$0			http://my.comics.org/issue/70409/	
Beyond the Grave	3			Charlton		Standard comic	1.0 Fair	1	$0			http://my.comics.org/issue/70410/	
Big Bang Presents	1			Other		Standard comic	9.4 Near Mint	1	$3			http://my.comics.org/issue/301567/	
Big Town	42		1956	DC		Standard comic	0.5 Poor	1	$1		no cover	http://my.comics.org/issue/13149/	
Bill Barnes, America's Air Ace	10	April	1943	Street and Smith		Standard comic	6.5 Fine +	1	$150		CGC candidate.	http://my.comics.org/issue/2881/	
Billy the Kid	13		1952	Toby	Western	Standard comic	2.0 Good	1	$9	Kurtzman a (r.)		http://my.comics.org/issue/175223/	
Bizarre Adventures	34			Marvel		Standard comic	6.0 Fine	1	$3			http://my.comics.org/issue/37120/	
Black Dragon	1			Marvel		Standard comic	9.2 Near Mint �	1	$3			https://www.comics.org/issue/40003/	
Black Dragon	2			Marvel		Standard comic	9.2 Near Mint �	1	$3			https://www.comics.org/issue/40105/	
Black Dragon	3			Marvel		Standard comic	9.2 Near Mint �	1	$3			https://www.comics.org/issue/40213/	
Black Dragon	4			Marvel		Standard comic	9.2 Near Mint �	1	$3			https://www.comics.org/issue/40321/	
Black Dragon	5			Marvel		Standard comic	9.2 Near Mint �	1	$3			https://www.comics.org/issue/40420/	
Black Dragon	6			Marvel		Standard comic	9.2 Near Mint �	1	$3			https://www.comics.org/issue/40535/	
The Black Hole	2			Gold Key		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/34397/	
The Black Hole	3			Gold Key		Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/251840/	
Black Hood	1			Archie		Standard comic	9.2 Near Mint �	1	$6				
Black Hood	2			Archie		Standard comic	9.2 Near Mint �	1	$4				
Black Hood	3			Archie		Standard comic	9.2 Near Mint �	1	$4				
Black Magic	1		1973	DC	Horror	Standard comic	9.4 Near Mint	1	$32			http://my.comics.org/issue/70717/	
Black Panther	3			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/31030/	
Black Panther	4			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/31221/	
Black Panther	5			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/31426/	
Black Panther	6			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/31633/	
Black Panther	7			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/31859/	
Black Panther	10			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/32413/	
Black Panther	12			Marvel		Standard comic	4.0 Very Good	1	$4			https://my.comics.org/issue/32760/	
Blackhawk	2		1988	DC	SuperheroWar	Standard comic	9.2 Near Mint �	1	$4			http://my.comics.org/issue/44281/	
Blackhawk	7		1989	DC	SuperheroWar	Standard comic	9.2 Near Mint �	1	$3			http://my.comics.org/issue/46799/	
Blackhawk	68			Quality		Standard comic	2.0 Good	1	$26			http://my.comics.org/issue/10784/	
Blackhawk	145			DC		Standard comic	2.0 Good	1	$8			https://my.comics.org/issue/15486/	
Blackhawk	153			DC		Standard comic	2.0 Good	1	$8			https://my.comics.org/issue/15854/	
Blackhawk	165			DC		Standard comic	2.0 Good	1	$8			https://my.comics.org/issue/16479/	
Blackhawk	177			DC		Standard comic	1.0 Fair	1	$3		big rip out of cover	https://my.comics.org/issue/17180/	
Blackhawk	192			DC		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/18150/	
Blackhawk	205			DC		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/18938/	
Blackhawk	208			DC		Standard comic	2.0 Good	1	$4			https://my.comics.org/issue/19137/	
Blackhawk	213			DC		Standard comic	4.0 Very Good	1	$6			https://my.comics.org/issue/19500/	
Blackhawk	222			DC		Standard comic	2.0 Good	1	$3			https://my.comics.org/issue/20161/	
Blackhawk	224			DC		Standard comic	4.0 Very Good	1	$6			https://my.comics.org/issue/20310/	
Blackhawk	240			DC		Standard comic	4.0 Very Good	1	$6			https://my.comics.org/issue/21766/	
Blackhawk	258			DC		Standard comic	6.0 Fine	1	$2			https://my.comics.org/issue/37369/	
Blast-Off	1			Harvey		Standard comic	4.0 Very Good	1	$14				
Blondie Comics	120			Harvey		Standard comic	2.0 Good	1	$3				
Blondie Comics	210			Charlton		Standard comic	6.0 Fine	1	$6				
Blue Beetle	v2 #2		1964	Charlton		Standard comic	2.0 Good	1	$6			https://www.comics.org/issue/18582/	
Blue Beetle	v2 #3		1964	Charlton		Standard comic	4.0 Very Good	1	$12			https://www.comics.org/issue/18719/	
Blue Bird Comics	4			Charlton		Standard comic	2.0 Good	1	$3				
Blue Bolt Comics	105			Star	AdventureScience FictionSuperhero		7.0 Fine/Very Fine	1	$240	Cole c., Simon a.	Cosmic Aeroplane pedigree, I think. CGC candidate.	http://my.comics.org/issue/577080/	
Blue Ribbon Comics	1			Archie		Standard comic	9.4 Near Mint	3	$24				
Blue Ribbon Comics	2			Archie		Standard comic	9.4 Near Mint	1	$6				
Bold Adventure	1			Pacific		Standard comic	9.2 Near Mint �	1	$3				
Bold Adventure	2			Pacific		Standard comic	9.2 Near Mint �	1	$3				
Bold Adventure	3			Pacific		Standard comic	9.2 Near Mint �	1	$3				
Boris Karloff Tales of Mystery	17			Gold Key		Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/20818/	
Boris Karloff Tales of Mystery	31			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/23639/	
Boris Karloff Tales of Mystery	33			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/24032/	
Boris Karloff Tales of Mystery	47			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/26300/	
Boy Comics	69			Lev Gleason		Standard comic	2.0 Good	1	$13			http://my.comics.org/issue/9133/	
Bozo the Clown	2			Dell		Standard comic	0.5 Poor	1	$0				
Brothers of the Spear	4			Gold Key		Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/70673/	
Buck Jones	2			Dell		Standard comic	1.0 Fair	1	$2				
Buck Jones	6			Dell		Standard comic	2.0 Good	1	$6			http://my.comics.org/issue/240110/	
Buck Rogers	2			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/33591/	
Buck Rogers	3			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/33677/	
Buck Rogers	4			Gold Key		Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/33751/	
Bugs Bunny	29			Dell		Standard comic	2.0 Good	1	$6				
Bugs Bunny	34			Dell		Standard comic	1.0 Fair	1	$2				
Bugs Bunny	51			Dell		Standard comic	6.0 Fine	1	$12			http://my.comics.org/issue/63512/	
Bugs Bunny	54			Dell		Standard comic	1.0 Fair	1	$2				
Bugs Bunny	55			Dell		Standard comic	6.0 Fine	1	$12			https://my.comics.org/issue/63515/	
Bugs Bunny	57			Dell		Standard comic	4.0 Very Good	1	$8				
Bugs Bunny	76			Dell		Standard comic	2.0 Good	1	$4				
Bugs Bunny	90			Gold Key		Standard comic	7.0 Fine/Very Fine	1	$13				
Bugs Bunny	137			Gold Key		Standard comic	6.5 Fine +	1	$5				
Bugs Bunny	156			Gold Key		Standard comic	2.0 Good	1	$2				
Bugs Bunny	166			Gold Key		Standard comic	2.0 Good	1	$2		Andrade bros classic		
Bugs Bunny	173			Gold Key		Standard comic	2.0 Good	1	$2		Andrade bros classic		
Bugs Bunny	174			Gold Key		Standard comic	2.0 Good	1	$2		Andrade bros classic		
Bugs Bunny	231			Gold Key		Standard comic	9.2 Near Mint �	1	$12				
Bugs Bunny	234			Gold Key		Standard comic	9.2 Near Mint �	1	$12				
Bulletman [Mighty Midget Comic]	11		1942	Fawcett	Superhero	Standard comic	Fine	1	$48	Raboy c		http://my.comics.org/issue/306816/	
Buster Crabbe	7	November	1952	Eastern			2.0 Good		$0	Frazetta -a 1 page prayer story	Verify condition	http://my.comics.org/issue/216528/	http://comicbookplus.com/?dlid=20372
Butch Cassidy	1		1971	Skywald	Western	Standard comic	4.0 Very Good	1	$6			http://my.comics.org/issue/24310/	
Butch Cassidy	3		1971	Skywald	Western	Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/24577/	
Cadillacs and Dinosaurs	1			Marvel		Standard comic	9.2 Near Mint �	1	$3				
Cadillacs and Dinosaurs	2			Marvel		Standard comic	9.2 Near Mint �	1	$3				
Cadillacs and Dinosaurs	3			Marvel		Standard comic	9.2 Near Mint �	1	$3				
Camelot 3000						Standard comic		1	$4				
Camelot 3000	1			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	2			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	3			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	4			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	5			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	6			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	7			DC		Standard comic	9.2 Near Mint �	1	$4				
Camelot 3000	8			DC		Standard comic	9.2 Near Mint �	1	$4			https://www.comics.org/issue/37731/	
Camelot 3000	9			DC		Standard comic	9.2 Near Mint �	1	$4				
Captain Action	4			DC		Standard comic	2.0 Good	1	$4				
Captain America	105		1968	Marvel		Standard comic	2.0 Good	1	$6		not quite good	http://my.comics.org/issue/22167/	
Captain America	165	December	1973	Marvel		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/26632/	
Captain America	192			Marvel		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/29310/	
Captain America	201		1977	Marvel	Superhero	Standard comic	5.5 Fine �	1	$15			https://my.comics.org/issue/30202/?issue_detail=	
Captain America	210		1977	Marvel	Superhero	Standard comic	5.5 Fine �	1	$15			http://my.comics.org/issue/31114/	
Captain America	212		1977	Marvel	Superhero	Standard comic	5.5 Fine �	1	$15			https://my.comics.org/issue/31320/?issue_detail=	
Captain America	229			Marvel		Standard comic	2.0 Good	1	$2			https://my.comics.org/issue/33017/	
Captain Atom	79			Charlton		Standard comic	4.5 Very Good +	1	$15			http://my.comics.org/issue/19804/	
Captain Carrot	1			DC		Standard comic	9.0 Very Fine/Near Mint	1	$3				
Captain Carrot	7			DC		Standard comic	9.0 Very Fine/Near Mint	1	$3				
Captain Carrot	11			DC		Standard comic	9.0 Very Fine/Near Mint	1	$3				
Captain Electron	1			Other	Superhero	Standard comic	9.2 Near Mint �	1	$3				
Captain Marvel	1		1968	Marvel		Standard comic	2.0 Good	1	$13		not quite good	https://my.comics.org/issue/21873/	
Captain Marvel	35			Marvel		Standard comic	4.0 Very Good	1	$4				
Captain Marvel	51			Marvel	Superhero	Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/31224/	
Captain Marvel	61			Marvel	Superhero	Standard comic	6.0 Fine	1	$6			http://my.comics.org/issue/33208/	
Captain Marvel Jr. [Mighty Midget Comic]	11		1943	Fawcett	Superhero	Undersized	Fine	1	$48	Raboy c.		http://my.comics.org/issue/306824/	
Captain Savage	11			Marvel		Standard comic	4.5 Very Good +	1	$19				
Captain Victory	1		1981	Pacific		Standard comic	9.2 Near Mint �	1	$4			http://my.comics.org/issue/35828/	
Captain Victory	13			Pacific	Science Fiction	Standard comic	9.4 Near Mint	2	$6			http://my.comics.org/issue/37539/	
Career Girl Romances	41		1967	Charlton	Romance	Standard comic	2.0 Good	1	$2			http://my.comics.org/issue/169447/	https://comicvine.gamespot.com/career-girl-romances-41-trap-for-an-unwary-heart/4000-242259/
